Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,792759,-,-,-,47.53,-92.54,-6,445,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed
2019,1,1,0,30,-26.8,1.29,0.013000000000000001,0.62,0,0,0,0,8,-28.700000000000003,0,0,0,0,0.421,84.12,155.26,0.89,0.8,973,0.1,347,2.2
2019,1,1,1,30,-28.5,1.28,0.012,0.62,0,0,0,0,8,-30.5,0,0,0,0,0.428,83.03,151.11,0.89,0.8,974,0.1,345,1.9000000000000001
2019,1,1,2,30,-30.200000000000003,1.28,0.012,0.62,0,0,0,0,0,-32.300000000000004,0,0,0,0,0.434,82.12,143.41,0.89,0.8,975,0.1,343,1.7000000000000002
2019,1,1,3,30,-31.900000000000002,1.28,0.012,0.62,0,0,0,0,8,-34.1,0,0,0,0,0.439,80.62,134.04,0.89,0.8,975,0.1,344,1.6
2019,1,1,4,30,-33.300000000000004,1.28,0.012,0.62,0,0,0,0,7,-35.7,0,0,0,0,0.44,79.10000000000001,124.04,0.9,0.8,975,0.1,348,1.6
2019,1,1,5,30,-34.1,1.27,0.013000000000000001,0.62,0,0,0,0,7,-36.800000000000004,0,0,0,0,0.44,76.27,113.95,0.9,0.8,975,0.1,176,1.6
2019,1,1,6,30,-34.2,1.25,0.014,0.62,0,0,0,0,7,-37.4,0,0,0,0,0.442,72.8,104.12,0.9,0.8,975,0.1,2,1.5
2019,1,1,7,30,-33.800000000000004,1.27,0.013000000000000001,0.62,0,0,0,0,8,-37.4,0,0,0,0,0.441,70.01,94.88,0.9,0.8,975,0.1,2,1.5
2019,1,1,8,30,-32.4,1.28,0.013000000000000001,0.62,21,516,54,7,8,-37,31,2,100,31,0.436,63.35,86.32000000000001,0.9,0.8,975,0.1,176,1.3
2019,1,1,9,30,-29.3,1.27,0.014,0.62,38,774,180,4,8,-35.1,77,349,57,141,0.432,56.99,79.45,0.91,0.8,975,0.1,342,1.2000000000000002
