Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,542970,-,-,-,34.21,-102.74,0,1166,-6,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,4.0.1
Year,Month,Day,Hour,Minute,Temperature,Alpha,Aerosol Optical Depth,Asymmetry,Clearsky DHI,Clearsky DNI,Clearsky GHI,Cloud Fill Flag,Cloud Type,Dew Point,DHI,DNI,Fill Flag,GHI,Ozone,Relative Humidity,Solar Zenith Angle,SSA,Surface Albedo,Pressure,Precipitable Water,Wind Direction,Wind Speed,Global Horizontal UV Irradiance (280-400nm),Global Horizontal UV Irradiance (295-385nm)
2013,1,3,10,30,-5.2,1.37,0.043000000000000003,0.62,0,0,0,0,0,-7.9,0,0,0,0,0.292,81.23,132.07,0.93,0.24,892,0.5,41,1.3,0.0000,0.0000
2013,1,3,11,30,-5.300000000000001,1.36,0.042,0.62,0,0,0,0,0,-7.800000000000001,0,0,0,0,0.291,82.81,119.72,0.93,0.24,892,0.5,38,1.4000000000000001,0.0000,0.0000
2013,1,3,12,30,-5.5,1.35,0.041,0.62,0,0,0,0,0,-7.7,0,0,0,0,0.29,84.53,107.61,0.93,0.24,893,0.5,36,1.5,0.0000,0.0000
2013,1,3,13,30,-5.2,1.34,0.039,0.62,0,0,0,0,0,-7.7,0,0,0,0,0.289,82.39,95.94,0.93,0.24,893,0.5,35,2.1,0.0000,0.0000
2013,1,3,14,30,-3.5,1.34,0.037,0.62,27,482,71,0,0,-7.800000000000001,27,482,0,71,0.28800000000000003,72.35000000000001,84.82000000000001,0.93,0.24,894,0.5,40,2.6,0.0000,0.0000
2013,1,3,15,30,-0.9,1.34,0.035,0.62,50,787,254,0,4,-7.800000000000001,157,58,0,172,0.28600000000000003,59.39,74.98,0.93,0.24,894,0.5,60,2.8000000000000003,8.4123,6.4651
2013,1,3,16,30,1.3,1.34,0.034,0.62,61,898,418,0,4,-8.8,232,214,0,317,0.28400000000000003,46.84,66.62,0.93,0.24,894,0.6000000000000001,80,2.8000000000000003,16.6996,12.9799
2013,1,3,17,30,2.7,1.34,0.033,0.62,68,954,538,0,7,-9.4,202,455,0,427,0.28200000000000003,40.52,60.47,0.93,0.24,894,0.6000000000000001,90,2.7,23.4755,18.3302
2013,1,3,18,30,3.5,1.35,0.035,0.62,72,973,598,0,4,-9.9,345,115,0,407,0.279,36.84,57.26,0.93,0.24,893,0.6000000000000001,103,2.3000000000000003,22.7791,17.8160
2013,1,3,19,30,3.9000000000000004,1.34,0.037,0.62,72,969,593,0,4,-10.4,228,2,0,229,0.276,34.550000000000004,57.51,0.93,0.24,893,0.6000000000000001,113,1.9000000000000001,12.8001,10.0101
2013,1,3,20,30,3.8000000000000003,1.33,0.037,0.62,69,943,524,0,4,-10.700000000000001,227,8,0,231,0.274,33.85,61.17,0.9400000000000001,0.24,892,0.6000000000000001,118,1.6,12.6457,9.8700
2013,1,3,21,30,3,1.34,0.038,0.62,62,880,396,0,4,-10.8,223,34,0,236,0.273,35.49,67.69,0.9400000000000001,0.24,892,0.6000000000000001,126,1.3,12.3251,9.5696
2013,1,3,22,30,1.1,1.34,0.037,0.62,49,749,226,0,0,-9,49,749,0,226,0.273,46.87,76.3,0.9400000000000001,0.24,892,0.6000000000000001,136,1.1,10.9336,8.3825
2013,1,3,23,30,-0.9,1.35,0.038,0.62,22,392,48,0,0,-9.200000000000001,22,392,0,48,0.273,53.45,86.28,0.9400000000000001,0.24,892,0.6000000000000001,147,1.2000000000000002,0.0000,0.0000
2013,1,4,0,30,-2,1.35,0.038,0.62,0,0,0,0,0,-9.600000000000001,0,0,0,0,0.273,55.86,97.56,0.9400000000000001,0.24,893,0.6000000000000001,160,1.3,0.0000,0.0000
2013,1,4,1,30,-2.5,1.35,0.039,0.62,0,0,0,0,0,-9.5,0,0,0,0,0.273,58.5,109.3,0.9400000000000001,0.24,893,0.6000000000000001,177,1.5,0.0000,0.0000
2013,1,4,2,30,-2.8000000000000003,1.35,0.041,0.62,0,0,0,0,4,-9.1,0,0,0,0,0.272,62.08,121.45,0.9400000000000001,0.24,894,0.6000000000000001,195,1.7000000000000002,0.0000,0.0000
2013,1,4,3,30,-3.3000000000000003,1.35,0.043000000000000003,0.62,0,0,0,0,4,-8.4,0,0,0,0,0.272,67.8,133.82,0.9500000000000001,0.24,894,0.7000000000000001,213,1.8,0.0000,0.0000
2013,1,4,4,30,-3.9000000000000004,1.34,0.044,0.62,0,0,0,0,1,-7.7,0,0,0,0,0.272,74.73,146.15,0.9500000000000001,0.24,894,0.7000000000000001,228,1.9000000000000001,0.0000,0.0000
2013,1,4,5,30,-4,1.33,0.047,0.62,0,0,0,0,4,-7,0,0,0,0,0.273,79.62,157.96,0.9500000000000001,0.24,894,0.7000000000000001,237,2.1,0.0000,0.0000
2013,1,4,6,30,-4,1.32,0.05,0.62,0,0,0,0,4,-6.4,0,0,0,0,0.273,83.47,167.16,0.9500000000000001,0.24,894,0.7000000000000001,246,2.2,0.0000,0.0000
2013,1,4,7,30,-3.9000000000000004,1.31,0.051000000000000004,0.62,0,0,0,0,8,-6,0,0,0,0,0.275,85.4,166.27,0.9500000000000001,0.24,894,0.7000000000000001,251,2.2,0.0000,0.0000
2013,1,4,8,30,-3.8000000000000003,1.3,0.052000000000000005,0.62,0,0,0,0,7,-5.800000000000001,0,0,0,0,0.277,86.06,156.42000000000002,0.9500000000000001,0.24,894,0.8,252,2.1,0.0000,0.0000
2013,1,4,9,30,-3.8000000000000003,1.3,0.052000000000000005,0.62,0,0,0,0,4,-5.7,0,0,0,0,0.279,86.59,144.48,0.9500000000000001,0.24,893,0.8,249,1.9000000000000001,0.0000,0.0000
2013,1,4,10,30,-4,1.3,0.052000000000000005,0.62,0,0,0,0,1,-5.6000000000000005,0,0,0,0,0.28200000000000003,88.36,132.11,0.9500000000000001,0.24,893,0.8,247,1.7000000000000002,0.0000,0.0000
2013,1,4,11,30,-4.2,1.3,0.053,0.62,0,0,0,0,4,-5.6000000000000005,0,0,0,0,0.28500000000000003,90.19,119.76,0.9500000000000001,0.24,893,0.8,246,1.5,0.0000,0.0000
2013,1,4,12,30,-4.3,1.3,0.054,0.62,0,0,0,0,4,-5.5,0,0,0,0,0.29,91.25,107.65,0.9500000000000001,0.24,893,0.8,243,1.5,0.0000,0.0000
2013,1,4,13,30,-3.8000000000000003,1.29,0.056,0.62,0,0,0,0,4,-5.5,0,0,0,0,0.294,88.15,95.97,0.9500000000000001,0.24,893,0.8,239,1.9000000000000001,0.0000,0.0000
2013,1,4,14,30,-2.3000000000000003,1.28,0.059000000000000004,0.62,30,403,66,7,4,-5.4,11,0,7,11,0.297,79.4,84.83,0.9500000000000001,0.24,893,0.8,230,2.9000000000000004,0.0000,0.0000
2013,1,4,15,30,-0.6000000000000001,1.26,0.061,0.62,58,714,243,7,4,-5.6000000000000005,82,0,7,82,0.299,68.79,74.97,0.96,0.24,893,0.8,220,3.5,4.0109,3.0825
2013,1,4,16,30,0.6000000000000001,1.23,0.066,0.62,75,835,406,0,4,-6,45,0,0,45,0.3,61.09,66.59,0.96,0.24,893,0.8,216,3.7,2.3712,1.8431
2013,1,4,17,30,1.4000000000000001,1.2,0.068,0.62,84,893,525,0,4,-6.1000000000000005,192,1,0,193,0.299,57.52,60.4,0.96,0.24,893,0.8,217,3.7,10.6151,8.2889
2013,1,4,18,30,1.9000000000000001,1.2,0.062,0.62,85,926,587,0,4,-6,120,0,0,120,0.297,55.78,57.17,0.96,0.24,891,0.8,218,3.8000000000000003,6.7193,5.2555
2013,1,4,19,30,2.2,1.2,0.06,0.62,84,927,584,0,4,-6,199,1,0,200,0.295,54.730000000000004,57.39,0.96,0.24,891,0.8,219,3.9000000000000004,11.1861,8.7484
2013,1,4,20,30,2.3000000000000003,1.2,0.054,0.62,77,907,516,0,4,-6,222,6,0,225,0.294,54.06,61.03,0.9500000000000001,0.24,890,0.8,220,4,12.3279,9.6228
2013,1,4,21,30,1.9000000000000001,1.21,0.049,0.62,67,850,391,0,4,-6.1000000000000005,135,1,0,136,0.295,55.410000000000004,67.54,0.9500000000000001,0.24,890,0.8,219,3.8000000000000003,7.1114,5.5224
2013,1,4,22,30,0.5,1.23,0.044,0.62,51,722,224,0,4,-6.1000000000000005,60,0,0,60,0.297,61.1,76.15,0.9500000000000001,0.24,889,0.8,216,3,2.9061,2.2286
2013,1,4,23,30,-1.5,1.25,0.04,0.62,23,379,48,7,4,-6.300000000000001,17,0,7,17,0.301,70.06,86.13,0.9400000000000001,0.24,889,0.8,213,2.2,0.0000,0.0000
2013,1,5,0,30,-2.4000000000000004,1.28,0.038,0.62,0,0,0,0,4,-6.4,0,0,0,0,0.304,74.22,97.41,0.9400000000000001,0.24,889,0.8,211,2.6,0.0000,0.0000
2013,1,5,1,30,-2.7,1.3,0.037,0.62,0,0,0,0,4,-6.300000000000001,0,0,0,0,0.306,76.4,109.16,0.9400000000000001,0.24,889,0.7000000000000001,210,3.2,0.0000,0.0000
2013,1,5,2,30,-3.1,1.32,0.038,0.62,0,0,0,0,4,-6.1000000000000005,0,0,0,0,0.306,79.59,121.31,0.9400000000000001,0.24,889,0.7000000000000001,211,3.6,0.0000,0.0000
2013,1,5,3,30,-3.6,1.35,0.04,0.62,0,0,0,0,4,-6,0,0,0,0,0.307,83.42,133.68,0.9400000000000001,0.24,889,0.7000000000000001,213,3.8000000000000003,0.0000,0.0000
2013,1,5,4,30,-4,1.37,0.038,0.62,0,0,0,0,4,-5.9,0,0,0,0,0.309,86.46000000000001,146.01,0.93,0.24,888,0.6000000000000001,215,3.9000000000000004,0.0000,0.0000
2013,1,5,5,30,-4.3,1.37,0.034,0.62,0,0,0,0,4,-5.800000000000001,0,0,0,0,0.311,88.97,157.81,0.93,0.24,888,0.6000000000000001,217,4,0.0000,0.0000
2013,1,5,6,30,-4.4,1.37,0.03,0.62,0,0,0,0,4,-5.800000000000001,0,0,0,0,0.314,89.62,167.02,0.91,0.24,888,0.5,221,4.2,0.0000,0.0000
2013,1,5,7,30,-4.5,1.37,0.026000000000000002,0.62,0,0,0,0,4,-6,0,0,0,0,0.316,89.15,166.23,0.9,0.24,887,0.4,227,4.4,0.0000,0.0000
2013,1,5,8,30,-4.5,1.36,0.023,0.62,0,0,0,0,4,-6.4,0,0,0,0,0.317,86.58,156.44,0.89,0.24,887,0.4,233,4.6000000000000005,0.0000,0.0000
2013,1,5,9,30,-4.5,1.35,0.021,0.62,0,0,0,0,1,-7,0,0,0,0,0.315,82.9,144.52,0.89,0.24,887,0.30000000000000004,238,4.7,0.0000,0.0000
2013,1,5,10,30,-4.5,1.34,0.02,0.62,0,0,0,0,1,-7.7,0,0,0,0,0.313,78.61,132.16,0.89,0.24,886,0.30000000000000004,243,4.7,0.0000,0.0000
2013,1,5,11,30,-4.4,1.32,0.019,0.62,0,0,0,0,1,-8.4,0,0,0,0,0.31,73.36,119.8,0.88,0.24,886,0.30000000000000004,249,4.6000000000000005,0.0000,0.0000
2013,1,5,12,30,-4.4,1.3,0.018000000000000002,0.62,0,0,0,0,1,-9.3,0,0,0,0,0.306,68.71000000000001,107.68,0.87,0.24,887,0.30000000000000004,256,4.3,0.0000,0.0000
2013,1,5,13,30,-3.9000000000000004,1.28,0.017,0.62,0,0,0,0,1,-10.100000000000001,0,0,0,0,0.303,62.050000000000004,95.99000000000001,0.87,0.24,887,0.4,265,4.3,0.0000,0.0000
2013,1,5,14,30,-2.2,1.26,0.016,0.62,23,556,73,0,1,-10.700000000000001,23,556,0,73,0.3,52.36,84.84,0.86,0.24,888,0.4,275,4.4,0.0000,0.0000
2013,1,5,15,30,0.7000000000000001,1.26,0.015,0.62,40,839,258,0,1,-10.9,40,839,0,258,0.297,41.65,74.96000000000001,0.85,0.24,889,0.4,289,4.4,12.6206,9.6997
2013,1,5,16,30,3.9000000000000004,1.26,0.015,0.62,49,947,426,0,1,-10.9,49,947,0,426,0.295,32.980000000000004,66.55,0.85,0.24,889,0.4,304,4,22.4542,17.4538
2013,1,5,17,30,6.6000000000000005,1.28,0.015,0.62,54,997,548,7,2,-10.4,208,671,7,540,0.294,28.52,60.33,0.85,0.24,889,0.4,321,3.7,29.7128,23.2024
2013,1,5,18,30,8.6,1.31,0.015,0.62,56,1018,610,0,0,-11.3,56,1018,0,610,0.292,23.14,57.06,0.85,0.24,888,0.4,337,3.7,34.1757,26.7320
2013,1,5,19,30,9.3,1.34,0.016,0.62,57,1016,606,0,0,-11.4,57,1016,0,606,0.291,21.94,57.26,0.85,0.24,888,0.4,347,3.6,33.9168,26.5270
2013,1,5,20,30,9.200000000000001,1.37,0.017,0.62,55,991,538,0,0,-11.100000000000001,55,991,0,538,0.289,22.7,60.89,0.85,0.24,888,0.4,353,3.3000000000000003,29.5028,23.0308
2013,1,5,21,30,7.4,1.3900000000000001,0.016,0.62,49,950,415,0,0,-10.5,49,950,0,415,0.28800000000000003,26.810000000000002,67.39,0.85,0.24,889,0.30000000000000004,355,2.1,21.7269,16.8747
2013,1,5,22,30,3.8000000000000003,1.42,0.018000000000000002,0.62,41,829,241,0,0,-6.7,41,829,0,241,0.28700000000000003,46.35,76,0.85,0.24,889,0.30000000000000004,357,1.4000000000000001,11.6866,8.9648
