latitude,longitude,elevation,utc_offset_seconds,timezone,timezone_abbreviation
44.042179107666016,-95.19757080078125,449.0,0,GMT,GMT

time,wind_speed_10m (m/s),wind_speed_100m (m/s),wind_direction_10m (deg),wind_direction_100m (deg),temperature_2m (degC),surface_pressure (hPa),precipitation (mm/h),relative_humidity_2m (unitless),is_day (percent)
2022-12-31 00:00:00,5.456189,10.154802,138.7154,147.87503,-7.35,958.574,0.0,87.63027,0.0
2022-12-31 01:00:00,5.8309517,11.016806,149.03632,156.45995,-6.5,958.46497,0.0,86.69698,0.0
2022-12-31 02:00:00,6.1684685,11.61034,163.03377,169.07724,-5.4,958.31134,0.0,84.498695,0.0
2022-12-31 03:00:00,6.3,12.020399,180.0,183.33841,-4.1,958.1012,0.0,83.05016,0.0
2022-12-31 04:00:00,6.3505907,12.022063,187.23683,191.0295,-3.2,957.4308,0.0,84.439285,0.0
2022-12-31 05:00:00,6.239391,11.806778,186.4415,190.73885,-3.1,956.6948,0.0,86.391716,0.0
2022-12-31 06:00:00,6.264982,11.670903,188.25935,192.36905,-2.95,956.2519,0.0,87.72172,0.0
2022-12-31 07:00:00,6.5115285,12.007082,190.6196,194.9622,-2.8,955.33685,0.0,88.06704,0.0
2022-12-31 08:00:00,6.888396,12.459535,193.43105,198.72588,-2.4,954.7544,0.0,88.104355,0.0
2022-12-31 09:00:00,6.9123073,12.39758,194.23732,199.31195,-2.2,954.51013,0.0,88.45354,0.0
2022-12-31 10:00:00,7.0405965,12.472369,191.4695,195.81926,-2.25,954.02783,0.0,89.447754,0.0
2022-12-31 11:00:00,7.5802374,13.179529,188.34381,191.82146,-2.15,953.7639,0.0,90.126945,0.0
2022-12-31 12:00:00,8.039901,13.267254,185.7105,189.10725,-0.25,952.90643,0.0,90.93935,0.0
2022-12-31 13:00:00,8.21523,13.483693,183.48926,186.38702,0.2,952.332,0.0,89.32049,0.0
2022-12-31 14:00:00,8.221922,13.384319,184.18483,186.43465,0.35,951.88794,0.0,87.389145,1.0
2022-12-31 15:00:00,7.902531,12.739309,181.45018,184.5021,0.6,951.7471,0.0,86.45735,1.0
2022-12-31 16:00:00,7.510659,12.24949,183.05283,185.152,0.9,951.89923,0.1,86.4884,1.0
2022-12-31 17:00:00,7.6164293,12.192621,183.76396,187.06664,1.05,951.8335,0.0,86.50391,1.0
2022-12-31 18:00:00,7.156815,11.458621,187.22423,189.54445,1.3,951.12476,0.0,87.480965,1.0
2022-12-31 19:00:00,6.6483083,10.722406,195.7087,199.61797,1.7,950.44476,0.0,88.47715,1.0
2022-12-31 20:00:00,6.1326995,10.1965685,204.05734,206.81627,1.75,949.7919,0.0,90.09802,1.0
2022-12-31 21:00:00,4.9739323,8.798295,210.17343,211.52213,1.55,949.9428,0.0,91.06643,1.0
2022-12-31 22:00:00,4.080441,7.8873315,216.02747,219.3405,0.95,950.4901,0.0,92.02219,1.0
2022-12-31 23:00:00,3.9698865,7.9630394,229.08571,234.71317,0.15,951.0926,0.0,92.98532,0.0
2023-01-01 00:00:00,3.88973,7.605919,223.95847,230.8696,-0.3,951.3837,0.0,92.62002,0.0
2023-01-01 01:00:00,3.9824615,7.6550636,231.1155,236.7251,-0.4,951.93195,0.0,92.61416,0.0
2023-01-01 02:00:00,3.939543,7.81089,246.0375,251.333,-1.6,952.5485,0.0,91.859474,0.0
2023-01-01 03:00:00,3.7854989,7.532596,257.79956,264.66794,-2.4,952.7695,0.0,91.46516,0.0
2023-01-01 04:00:00,3.5057096,7.1112585,266.72958,273.22446,-2.8,952.785,0.0,90.07604,0.0
2023-01-01 05:00:00,3.3015149,7.0859013,271.73566,278.9305,-3.75,953.2579,0.0,89.322,0.0
2023-01-01 06:00:00,3.324154,7.106335,276.91113,283.84073,-4.3,953.8093,0.0,88.59817,0.0
2023-01-01 07:00:00,3.5128336,7.21734,265.10098,273.9724,-5.1,954.31006,0.0,88.18684,0.0
2023-01-01 08:00:00,3.4014704,7.4431176,268.31534,276.17007,-5.7,954.5666,0.0,87.45328,0.0
2023-01-01 09:00:00,3.4058774,7.5504966,273.3664,281.4587,-6.05,955.2512,0.0,86.40871,0.0
2023-01-01 10:00:00,3.535534,7.5286117,278.13,286.9909,-6.25,955.7773,0.0,85.718895,0.0
2023-01-01 11:00:00,3.0149627,7.05195,275.7105,288.1781,-6.8,956.23157,0.0,85.32329,0.0
2023-01-01 12:00:00,3.1016126,7.203471,271.84756,283.65045,-4.85,956.0606,0.0,84.24001,0.0
2023-01-01 13:00:00,3.3615472,7.940403,292.751,301.08743,-5.1,956.01044,0.0,83.24046,0.0
2023-01-01 14:00:00,2.8792362,7.0213957,290.3232,305.72748,-5.55,956.7694,0.0,83.82921,1.0
2023-01-01 15:00:00,2.84605,6.6610813,288.43503,305.83774,-5.1,957.5219,0.0,84.53474,1.0
2023-01-01 16:00:00,2.657066,5.841233,289.79895,308.0471,-3.55,958.7786,0.0,83.75716,1.0
2023-01-01 17:00:00,2.745906,4.992995,280.49142,302.7352,-2.15,959.71906,0.0,83.93025,1.0
2023-01-01 18:00:00,2.8635643,4.90408,257.90524,290.28265,-1.1,960.39935,0.0,86.92345,1.0
2023-01-01 19:00:00,2.7294688,4.8754487,278.42688,295.51382,-0.45,960.5271,0.0,86.02885,1.0
2023-01-01 20:00:00,2.3600848,4.750789,306.38446,310.73203,-0.25,960.566,0.0,87.00897,1.0
2023-01-01 21:00:00,2.4413111,4.7801676,325.0079,322.65057,-0.65,961.14966,0.0,88.59247,1.0
2023-01-01 22:00:00,2.0124612,4.604346,333.43503,325.6196,-1.55,961.63416,0.0,89.50569,1.0
2023-01-01 23:00:00,1.8384776,4.527693,337.6198,329.47037,-3.2,962.2506,0.0,90.725235,0.0
2023-01-02 00:00:00,1.9723083,4.837354,329.53452,330.25522,-4.4,962.10345,0.0,89.266815,0.0
2023-01-02 01:00:00,1.9104972,4.701064,317.1211,321.91116,-4.35,962.96423,0.0,89.27107,0.0
2023-01-02 02:00:00,2.5495098,5.6797886,334.44006,333.88614,-5.15,963.65216,0.0,90.57959,0.0
2023-01-02 03:00:00,2.118962,5.249762,340.70987,342.25522,-6.05,963.65704,0.0,91.56357,0.0
2023-01-02 04:00:00,2.3086793,5.6753855,342.34976,345.71887,-6.95,964.1331,0.0,91.14735,0.0
2023-01-02 05:00:00,2.3345234,5.5145264,350.13425,355.84042,-8.35,964.31445,0.0,91.76393,0.0
2023-01-02 06:00:00,2.4020824,5.6142673,357.6141,4.085537,-8.85,964.5877,0.0,92.8207,0.0
2023-01-02 07:00:00,2.4186773,4.9030604,7.12493,11.76827,-10.8,964.3648,0.0,93.44891,0.0
2023-01-02 08:00:00,2.158703,5.3600373,13.392516,14.036275,-10.5,964.4287,0.0,92.352455,0.0
2023-01-02 09:00:00,1.746425,4.464303,13.240531,15.5928755,-9.55,965.19574,0.0,92.04674,0.0
2023-01-02 10:00:00,1.3892444,3.443835,30.256361,25.820946,-9.15,965.6573,0.0,92.802895,0.0
2023-01-02 11:00:00,1.9026297,3.5171013,3.0127327,14.826528,-8.85,965.72034,0.0,93.18679,0.0
2023-01-02 12:00:00,1.0049876,1.4560219,354.2895,15.945477,-7.85,966.4013,0.0,94.70813,0.0
2023-01-02 13:00:00,1.2041595,1.6124516,355.23645,7.12493,-7.7,966.0549,0.0,94.7147,0.0
2023-01-02 14:00:00,1.118034,1.3152945,333.43503,351.2539,-7.75,965.95,0.0,94.71252,1.0
2023-01-02 15:00:00,1.8027756,2.570992,3.179772,13.495748,-7.55,965.51953,0.0,94.72127,1.0
2023-01-02 16:00:00,2.2135942,3.1016126,18.435053,20.772345,-7.15,965.69696,0.0,95.106155,1.0
2023-01-02 17:00:00,2.8231187,3.9357338,22.93213,27.216026,-6.65,965.4224,0.0,95.862114,1.0
2023-01-02 18:00:00,2.3086793,3.0083218,17.650223,21.44781,-6.2,965.04297,0.1,96.24593,1.0
2023-01-02 19:00:00,1.4317821,1.868154,12.094739,15.524177,-6.0,964.9897,0.3,94.4255,1.0
2023-01-02 20:00:00,2.5079873,3.231099,23.498587,21.801476,-5.95,964.1497,0.6,93.3471,1.0
2023-01-02 21:00:00,2.7802877,3.8418746,37.694313,38.65983,-5.65,963.1722,0.3,94.0809,1.0
2023-01-02 22:00:00,2.5553863,3.6891732,30.579157,32.82854,-5.5,963.203,0.1,94.44832,1.0
2023-01-02 23:00:00,3.2449963,4.9406476,33.6901,35.942207,-5.5,962.63617,0.2,94.809715,0.0
2023-01-03 00:00:00,3.176476,6.325346,28.178495,39.225655,-6.15,962.6921,0.3,95.14643,0.0
2023-01-03 01:00:00,2.996665,5.9033885,25.709915,38.81139,-5.95,962.44965,0.6,94.79049,0.0
2023-01-03 02:00:00,3.1144822,5.9076223,42.397392,56.040897,-5.85,961.90344,0.8,94.432365,0.0
2023-01-03 03:00:00,4.837354,7.359348,29.744795,42.797382,-5.9,960.7599,0.9,95.156425,0.0
2023-01-03 04:00:00,4.527693,8.345058,30.529623,44.029083,-6.05,960.44586,0.7,95.51591,0.0
2023-01-03 05:00:00,4.118252,8.340863,29.054508,52.3057,-5.95,960.5606,0.3,95.886024,0.0
2023-01-03 06:00:00,5.080354,8.352844,10.203924,31.787212,-6.0,959.6061,0.1,96.252144,0.0
2023-01-03 07:00:00,5.0695167,9.021087,22.01134,35.98077,-5.95,959.04944,0.1,96.25371,0.0
2023-01-03 08:00:00,5.059644,10.881177,18.435053,36.027473,-6.05,957.9902,0.3,96.250595,0.0
2023-01-03 09:00:00,5.60803,10.822661,21.991192,35.59932,-6.25,957.00507,0.3,96.24437,0.0
2023-01-03 10:00:00,5.8591805,11.985408,27.439646,40.601215,-6.5,955.6318,0.3,95.86725,0.0
2023-01-03 11:00:00,6.2625875,13.22006,19.592375,36.69663,-6.65,954.0901,0.2,95.862114,0.0
2023-01-03 12:00:00,6.926038,12.287392,17.650223,33.04342,-6.2,953.7095,0.0,95.51034,0.0
2023-01-03 13:00:00,7.839005,14.263591,23.294596,35.58447,-6.15,952.1141,1.7,96.24749,0.0
2023-01-03 14:00:00,7.5166483,15.487092,33.055836,44.215275,-5.7,951.2607,1.8,96.261444,1.0
2023-01-03 15:00:00,5.188449,12.234787,27.552727,44.006626,-5.4,951.51013,2.7,96.270706,1.0
2023-01-03 16:00:00,6.441273,11.741381,27.758451,43.61972,-5.1,951.665,2.9,95.55088,1.0
2023-01-03 17:00:00,9.13017,12.61943,28.810698,33.6901,-4.95,951.03375,2.3,95.556366,1.0
2023-01-03 18:00:00,9.062008,13.792752,22.036283,29.5387,-4.95,949.7112,3.4,96.65048,1.0
2023-01-03 19:00:00,9.2309265,12.937543,22.954124,29.140541,-4.55,949.03534,1.9,95.93325,1.0
2023-01-03 20:00:00,8.324061,12.747549,16.04002,25.559923,-4.4,948.68713,0.4,97.03119,1.0
2023-01-03 21:00:00,8.784646,12.165525,22.77042,27.40749,-4.15,948.737,0.2,96.30896,1.0
2023-01-03 22:00:00,9.4541,12.879829,23.039474,26.763922,-4.0,948.9557,0.1,95.95158,1.0
2023-01-03 23:00:00,9.4541,12.836276,23.039474,27.363462,-3.75,949.10016,0.3,95.59988,0.0
2023-01-04 00:00:00,9.024964,12.390722,21.44781,25.324146,-4.6,949.0254,0.6,95.93157,0.0
2023-01-04 01:00:00,8.1154175,11.360018,22.456984,27.241653,-4.35,949.1698,0.1,95.57819,0.0
2023-01-04 02:00:00,7.9246454,10.893117,10.175456,15.439715,-4.05,949.51276,0.1,95.58906,0.0
2023-01-04 03:00:00,7.8230433,10.787029,4.398633,10.684865,-3.85,949.7417,0.4,95.95656,0.0
2023-01-04 04:00:00,7.905694,10.737783,357.82532,4.8078704,-3.55,949.8958,0.5,96.327095,0.0
2023-01-04 05:00:00,8.697701,11.521285,351.40417,356.51678,-3.3,950.22864,0.4,96.69571,0.0
2023-01-04 06:00:00,9.207063,12.233151,351.2539,355.78098,-3.1,950.36285,0.4,97.062836,0.0
2023-01-04 07:00:00,9.305912,12.525574,351.34753,356.33813,-3.0,950.3826,0.2,97.427864,0.0
2023-01-04 08:00:00,9.3771,12.614278,352.6477,357.27374,-2.95,950.7703,0.1,97.79259,0.0
2023-01-04 09:00:00,9.141116,12.340584,349.91946,355.3521,-2.95,950.95935,0.2,97.79259,0.0
2023-01-04 10:00:00,9.080198,12.218429,343.3611,349.14993,-2.95,950.8648,0.3,97.06646,0.0
2023-01-04 11:00:00,8.928606,12.066896,344.40714,350.4597,-2.9,951.34735,0.4,97.42998,0.0
2023-01-04 12:00:00,8.45281,11.374533,349.08893,353.4374,-2.7,951.1978,0.3,96.71192,0.0
2023-01-04 13:00:00,8.489994,11.34372,344.9816,350.8699,-2.75,951.75525,0.4,97.07126,0.0
2023-01-04 14:00:00,8.348653,11.303097,341.1309,346.70142,-2.9,952.0089,0.6,96.34661,1.0
2023-01-04 15:00:00,7.920227,11.992081,335.37646,343.52948,-3.0,952.5564,0.7,96.34362,1.0
2023-01-04 16:00:00,7.915807,12.016655,333.7587,341.56494,-2.95,952.9441,0.9,96.345116,1.0
2023-01-04 17:00:00,7.769813,11.681181,328.151,338.9272,-2.9,953.23755,0.8,97.06765,1.0
2023-01-04 18:00:00,9.078547,11.482595,333.15277,340.14468,-2.75,953.0784,0.3,95.99278,1.0
2023-01-04 19:00:00,9.303762,12.332883,334.53668,341.56494,-2.45,953.0431,0.3,95.64631,1.0
2023-01-04 20:00:00,8.626702,12.56702,325.3888,333.02725,-2.55,953.02344,0.5,97.07606,1.0
2023-01-04 21:00:00,8.937561,13.483322,319.53784,327.72437,-2.85,953.5311,0.7,97.068855,1.0
2023-01-04 22:00:00,8.438602,14.268847,319.32513,328.76083,-3.2,954.1231,0.6,97.06042,1.0
2023-01-04 23:00:00,7.840918,14.447492,322.25314,332.37085,-3.4,954.7451,0.4,97.05558,0.0
2023-01-05 00:00:00,8.159657,10.866922,340.67673,345.06854,-3.05,955.3818,0.3,95.98295,0.0
2023-01-05 01:00:00,8.228001,11.800424,339.36237,343.25415,-3.4,956.0681,0.3,95.97143,0.0
2023-01-05 02:00:00,8.53815,11.744361,341.56494,344.18857,-3.75,956.6597,0.3,95.24109,0.0
2023-01-05 03:00:00,8.731552,12.528367,339.90466,343.3007,-3.9,957.00757,0.2,95.23525,0.0
2023-01-05 04:00:00,8.523497,12.557468,337.94888,342.86365,-4.05,957.3553,0.2,95.229416,0.0
2023-01-05 05:00:00,8.931965,12.491998,338.31766,340.83972,-4.2,957.7032,0.2,95.22354,0.0
2023-01-05 06:00:00,8.616263,12.427792,338.19852,341.71075,-4.25,958.2601,0.1,94.50476,0.0
2023-01-05 07:00:00,8.415462,11.829624,339.8423,342.79034,-4.3,958.6279,0.1,94.14576,0.0
2023-01-05 08:00:00,8.672947,11.66919,339.05728,342.03076,-4.3,958.91144,0.1,93.082664,0.0
2023-01-05 09:00:00,9.033826,12.133425,333.71866,336.18134,-4.45,959.63696,0.1,93.42783,0.0
2023-01-05 10:00:00,8.683317,12.93561,331.07367,335.81265,-5.0,959.715,0.1,94.11226,0.0
2023-01-05 11:00:00,9.525755,12.671622,333.16602,336.26703,-5.45,960.0014,0.0,91.25402,0.0
2023-01-05 12:00:00,7.8771825,10.948059,339.95465,343.55133,-5.4,960.10614,0.0,93.73432,0.0
2023-01-05 13:00:00,7.829432,11.161541,331.79846,337.3406,-6.25,960.78284,0.0,92.97216,0.0
2023-01-05 14:00:00,8.46286,11.387713,324.61966,329.38147,-7.15,961.5422,0.0,90.77921,1.0
2023-01-05 15:00:00,8.591274,11.200446,320.1945,322.61847,-8.65,962.08075,0.0,90.30957,1.0
2023-01-05 16:00:00,7.4249578,12.884487,314.4544,321.61795,-10.05,962.6364,0.0,93.86191,1.0
2023-01-05 17:00:00,8.354639,12.306502,317.91092,321.26746,-9.5,963.3185,0.0,93.88993,1.0
2023-01-05 18:00:00,8.700575,11.360018,322.4715,323.2309,-9.1,963.02496,0.0,93.5408,1.0
2023-01-05 19:00:00,8.720092,11.322544,323.39282,324.34457,-8.35,962.89844,0.0,94.316376,1.0
2023-01-05 20:00:00,8.381527,10.241582,324.22385,324.13705,-7.9,962.8032,0.0,94.70593,1.0
2023-01-05 21:00:00,7.9195957,9.899495,315.0001,315.0001,-7.65,963.4217,0.0,94.716896,1.0
2023-01-05 22:00:00,6.811754,8.927485,310.2363,311.36694,-7.5,963.5472,0.0,95.09196,1.0
2023-01-05 23:00:00,6.4350605,9.462558,302.94922,305.53775,-7.4,963.8512,0.0,95.4655,0.0
2023-01-06 00:00:00,5.5865912,8.772685,315.72513,316.8476,-5.4,963.7901,0.0,96.270706,0.0
2023-01-06 01:00:00,5.162364,7.7175126,328.46524,328.78165,-6.0,964.0452,0.0,96.62123,0.0
2023-01-06 02:00:00,4.763402,7.080254,320.96448,323.61554,-6.45,964.33044,0.0,96.238144,0.0
2023-01-06 03:00:00,4.8270073,7.1421285,309.9575,314.4328,-6.8,964.44727,0.0,96.22718,0.0
2023-01-06 04:00:00,4.3011627,6.2289643,305.53775,312.39737,-7.05,964.77344,0.0,96.21933,0.0
2023-01-06 05:00:00,4.7010636,6.9339743,299.29126,303.23172,-7.25,965.1098,0.0,95.841446,0.0
2023-01-06 06:00:00,4.527693,6.9065185,300.52963,304.3804,-7.25,965.01544,0.0,94.73436,0.0
2023-01-06 07:00:00,4.3416586,6.296825,298.92633,302.68054,-7.4,965.0786,0.0,93.995224,0.0
2023-01-06 08:00:00,3.9962482,5.742821,301.7014,305.07382,-7.65,965.12115,0.0,93.98282,0.0
2023-01-06 09:00:00,4.022437,5.8137765,304.8754,310.81497,-7.95,965.2477,0.0,94.335175,0.0
2023-01-06 10:00:00,3.847077,5.408327,297.8972,303.6901,-8.35,965.7305,0.0,93.94793,0.0
2023-01-06 11:00:00,4.2201896,5.140039,306.3269,307.09293,-8.7,966.12946,0.0,94.29987,0.0
2023-01-06 12:00:00,4.738143,6.5436993,315.855,321.20343,-8.5,966.3601,0.0,93.9404,0.0
2023-01-06 13:00:00,4.2059484,6.5551505,331.6071,338.52313,-9.0,966.82153,0.0,92.81181,0.0
2023-01-06 14:00:00,4.4271884,6.139218,341.56494,347.77487,-9.3,967.23035,0.0,94.27137,1.0
2023-01-06 15:00:00,4.5122056,5.6089215,347.19574,348.6901,-9.45,967.7651,0.0,94.26421,1.0
2023-01-06 16:00:00,3.9217343,4.7127485,340.6409,342.7184,-9.45,968.3313,0.0,93.89246,1.0
2023-01-06 17:00:00,3.7696154,4.2720017,338.19852,339.44388,-9.45,968.8976,0.0,93.89246,1.0
2023-01-06 18:00:00,3.5341196,3.9812057,334.8852,334.72232,-9.5,968.69806,0.0,93.88993,1.0
2023-01-06 19:00:00,3.224903,3.6715121,330.25522,330.64233,-9.5,968.5093,0.0,93.88993,1.0
2023-01-06 20:00:00,3.1780498,3.49285,335.85446,336.3706,-9.4,968.24744,0.0,93.89501,1.0
2023-01-06 21:00:00,3.8275316,4.2720017,340.14468,339.44388,-9.4,969.0024,0.0,93.52472,1.0
2023-01-06 22:00:00,3.8832974,4.491102,348.11136,348.4399,-9.6,969.62067,0.0,93.51397,1.0
2023-01-06 23:00:00,3.8327534,4.539824,352.50424,352.40543,-9.85,970.1341,0.0,93.130165,0.0
2023-01-07 00:00:00,4.1,5.4,360.0,360.0,-10.8,970.592,0.0,90.86461,0.0
2023-01-07 01:00:00,4.2,6.000833,360.0,359.04517,-11.45,971.11316,0.0,90.81556,0.0
2023-01-07 02:00:00,4.119466,6.1204576,354.4279,355.31418,-11.6,971.5526,0.0,91.17173,0.0
2023-01-07 03:00:00,4.1773195,6.152235,348.95908,352.52853,-11.9,972.0535,0.0,90.78136,0.0
2023-01-07 04:00:00,4.554119,6.648308,351.15826,353.08887,-12.25,972.35547,0.0,91.12409,0.0
2023-01-07 05:00:00,4.491102,5.770615,348.4399,351.02744,-12.2,972.9322,0.0,91.870346,0.0
2023-01-07 06:00:00,3.956008,4.609772,343.8556,347.4712,-12.55,973.4219,0.0,90.73167,0.0
2023-01-07 07:00:00,3.8327534,4.318565,352.50424,354.68555,-12.85,973.35645,0.0,91.07979,0.0
2023-01-07 08:00:00,3.49285,4.554119,346.75946,351.15826,-13.4,973.6138,0.0,89.924545,0.0
2023-01-07 09:00:00,3.4481878,3.8078866,343.1415,346.32867,-13.35,974.2846,0.0,89.56016,0.0
2023-01-07 10:00:00,3.0083218,3.352611,338.5522,342.64587,-13.6,973.94714,0.0,89.17064,0.0
2023-01-07 11:00:00,2.8844411,3.3120992,326.3099,331.11353,-13.7,973.831,0.0,88.794815,0.0
2023-01-07 12:00:00,2.5806975,2.5495098,324.46225,334.44006,-13.65,973.74744,0.0,88.43405,0.0
2023-01-07 13:00:00,3.0232434,2.5553863,325.78424,329.42084,-14.8,973.777,0.0,87.956665,0.0
2023-01-07 14:00:00,2.9068882,2.7313,333.43503,336.2505,-14.3,974.07605,0.0,88.00613,1.0
2023-01-07 15:00:00,2.2472203,1.9646883,339.14545,345.25638,-14.45,974.32587,0.0,87.626396,1.0
2023-01-07 16:00:00,1.118034,0.60827625,333.43503,9.462248,-14.15,974.8633,0.0,88.02091,1.0
2023-01-07 17:00:00,0.94868326,1.0049876,251.56496,185.7105,-13.9,974.72974,0.0,88.0455,1.0
2023-01-07 18:00:00,2.1954498,2.302173,239.9315,214.3804,-13.75,974.4799,0.0,87.697235,1.0
2023-01-07 19:00:00,2.6907248,3.8418746,228.01286,218.65984,-13.95,974.05884,0.0,88.7717,1.0
2023-01-07 20:00:00,2.2671568,4.5,221.42357,216.86998,-14.3,973.039,0.0,88.00613,1.0
2023-01-07 21:00:00,2.1633308,4.1617303,213.6901,215.21768,-14.55,972.70105,0.0,87.252365,1.0
2023-01-07 22:00:00,3.0870697,4.7010636,204.90474,209.29126,-15.65,972.17456,0.0,87.13664,1.0
2023-01-07 23:00:00,4.0249224,5.5470715,206.56499,207.95087,-16.7,971.3749,0.0,86.65624,0.0
2023-01-08 00:00:00,5.5226803,8.080223,211.67543,216.44453,-15.15,970.7776,0.0,83.25781,0.0
2023-01-08 01:00:00,6.1717095,8.904493,206.98015,212.61923,-15.75,970.079,0.0,80.74786,0.0
2023-01-08 02:00:00,6.6887965,9.5692215,211.55133,214.35439,-15.8,969.5023,0.0,77.05013,0.0
2023-01-08 03:00:00,7.080254,9.90202,216.38445,218.02728,-15.5,968.62646,0.0,72.94557,0.0
2023-01-08 04:00:00,7.4094534,10.220078,211.75943,216.64574,-15.15,967.8556,0.0,69.36579,0.0
2023-01-08 05:00:00,7.975588,11.0385685,210.10121,213.54613,-15.2,967.5617,0.0,67.88176,0.0
2023-01-08 06:00:00,8.376157,12.20041,213.31064,217.3396,-15.05,967.7833,0.0,67.916725,0.0
2023-01-08 07:00:00,8.547514,12.624579,208.66386,215.32672,-15.05,967.2178,0.0,68.50197,0.0
2023-01-08 08:00:00,8.431488,12.868956,213.87857,219.00748,-14.8,967.3668,0.0,68.559296,0.0
2023-01-08 09:00:00,8.220098,12.731065,216.59119,223.72705,-14.35,967.0885,0.0,71.0389,0.0
2023-01-08 10:00:00,8.021221,12.306909,215.86992,226.31683,-13.55,966.5088,0.0,77.77001,0.0
2023-01-08 11:00:00,7.9924965,12.034119,211.70139,222.30566,-13.15,965.74695,0.0,78.8159,0.0
2023-01-08 12:00:00,7.746612,12.126417,219.23735,229.34755,-11.8,966.0382,0.0,80.67435,0.0
2023-01-08 13:00:00,7.8600254,12.101652,216.7242,227.34416,-12.1,965.5021,0.0,80.629036,0.0
2023-01-08 14:00:00,7.81025,12.202459,219.80553,229.65343,-12.35,965.25964,0.0,81.9287,1.0
2023-01-08 15:00:00,8.01561,12.408464,220.44615,229.24855,-11.75,964.8227,0.0,82.34987,1.0
2023-01-08 16:00:00,8.005623,12.343419,221.45514,229.60017,-10.65,965.24585,0.0,82.83647,1.0
2023-01-08 17:00:00,8.438602,12.465152,220.67485,228.25203,-9.55,965.19574,0.0,83.31726,1.0
2023-01-08 18:00:00,8.273452,12.322742,224.51036,231.92107,-8.75,964.8919,0.0,84.087845,1.0
2023-01-08 19:00:00,8.13941,11.898319,227.4896,236.3099,-8.2,964.1571,0.0,84.82479,1.0
2023-01-08 20:00:00,7.8243213,11.6297035,231.22581,242.33333,-7.85,963.47455,0.0,85.53798,1.0
2023-01-08 21:00:00,7.44043,10.938465,233.74606,247.42038,-7.6,963.0543,0.0,85.23077,1.0
2023-01-08 22:00:00,7.1281133,10.499524,235.86401,252.25523,-7.95,962.69855,0.0,85.52655,1.0
2023-01-08 23:00:00,6.8505473,10.016985,236.3099,255.54753,-8.7,962.35364,0.0,86.462906,1.0
2023-01-09 00:00:00,7.0724816,9.660745,226.14568,244.23071,-9.1,962.3642,0.0,86.76394,0.0
2023-01-09 01:00:00,7.2835426,10.03444,224.44382,240.11356,-9.2,962.1547,0.0,87.09905,0.0
2023-01-09 02:00:00,7.4330344,10.262553,222.27362,236.92932,-9.0,961.8189,0.0,87.466095,0.0
2023-01-09 03:00:00,7.864477,10.780074,221.39143,232.91742,-8.7,961.5041,0.0,87.84305,0.0
2023-01-09 04:00:00,8.080842,11.92057,220.98573,229.76372,-7.95,961.37683,0.0,87.22721,0.0
2023-01-09 05:00:00,7.7201037,11.458621,216.57312,223.58565,-7.2,961.24884,0.0,87.64505,0.0
2023-01-09 06:00:00,7.6275816,12.061509,214.31514,220.29207,-6.65,961.1728,0.0,86.681206,0.0
2023-01-09 07:00:00,7.666159,12.280066,210.57915,217.05661,-6.4,960.8466,0.0,85.03758,0.0
2023-01-09 08:00:00,7.915807,12.762445,206.24129,212.19571,-6.05,960.25696,0.0,83.44131,0.0
2023-01-09 09:00:00,8.1412525,13.146863,207.824,213.20659,-5.65,960.0551,0.0,82.20656,0.0
2023-01-09 10:00:00,8.234683,13.073638,204.38637,209.3099,-5.3,959.3705,0.0,81.93627,0.0
2023-01-09 11:00:00,8.876936,13.776793,202.52061,207.68097,-5.0,958.86475,0.0,83.57504,0.0
2023-01-09 12:00:00,8.91852,14.076932,197.62239,202.55728,-3.65,958.1915,0.0,83.42601,0.0
2023-01-09 13:00:00,8.973851,14.230249,194.19113,198.43504,-3.5,957.5602,0.0,85.047615,0.0
2023-01-09 14:00:00,8.634812,13.692699,193.39252,198.30272,-3.6,957.4456,0.0,86.6671,1.0
2023-01-09 15:00:00,8.537564,13.601471,193.54796,199.76726,-3.1,957.16736,0.0,87.37674,1.0
2023-01-09 16:00:00,8.228001,12.93561,200.63763,204.18735,-2.0,957.0075,0.0,88.14149,1.0
2023-01-09 17:00:00,7.889233,12.231926,210.46547,214.3397,-1.6,957.2753,0.0,89.16915,1.0
2023-01-09 18:00:00,7.710383,11.525623,213.89621,218.65982,-1.3,956.0109,0.0,87.87875,1.0
2023-01-09 19:00:00,8.005623,11.737972,221.45514,224.9999,-1.3,955.2546,0.0,86.90321,1.0
2023-01-09 20:00:00,8.723532,12.215564,241.96623,245.32315,-2.6,954.9984,0.0,87.09767,1.0
2023-01-09 21:00:00,8.160883,11.649892,252.89719,258.11136,-3.85,954.8443,0.0,87.30243,1.0
2023-01-09 22:00:00,7.9429216,11.7209215,259.1145,266.5762,-4.45,955.10187,0.0,86.57826,1.0
2023-01-09 23:00:00,7.8057675,11.643024,267.79745,274.927,-5.9,955.37616,0.0,87.771965,1.0
2023-01-10 00:00:00,6.726812,10.212247,264.88278,272.8063,-6.2,955.03174,0.0,86.39263,0.0
2023-01-10 01:00:00,6.9354167,10.478549,275.7927,283.24054,-6.6,955.1392,0.0,88.04536,0.0
2023-01-10 02:00:00,7.0035706,10.508093,279.86575,286.02036,-6.6,955.7059,0.1,90.4691,0.0
2023-01-10 03:00:00,6.545991,9.980982,288.71182,294.2539,-6.7,955.78,0.0,90.81272,0.0
